Age,Annual_Income,Spending_Score,Savings,Loan_Amount,Gender,City,Education,Marital_Status,Profession
44,110365,32,69326,253880,Male,Bangalore,High School,Single,Engineer
59,105468,58,8826,256365,Female,Chennai,PhD,Divorced,Engineer
19,146065,46,144206,101856,Male,Ahmedabad,PhD,Divorced,Other
43,58931,54,151765,220570,Female,Mumbai,Bachelor,Single,Other
34,75823,33,122840,268170,Male,Ahmedabad,Bachelor,Single,Other
57,58032,39,136126,75009,Male,Mumbai,PhD,Divorced,Doctor
50,135919,23,148162,206275,Female,Mumbai,PhD,Divorced,Doctor
26,101426,43,106985,187178,Male,Chennai,High School,Divorced,Engineer
60,38807,55,16569,229497,Female,Delhi,Master,Divorced,Business
65,31767,2,164299,96676,Male,Mumbai,High School,Single,Other
56,28071,66,7508,217549,Male,Chennai,High School,Married,Teacher
46,73413,38,148680,264666,Female,Delhi,PhD,Single,Teacher
59,46149,29,90059,99564,Female,Delhi,High School,Married,Teacher
43,35540,67,98475,270412,Male,Ahmedabad,High School,Single,Other
52,121212,71,131447,85729,Female,Ahmedabad,High School,Divorced,Business
67,90248,36,131819,98602,Male,Ahmedabad,Bachelor,Married,Business
42,141443,29,111648,39064,Female,Bangalore,Master,Single,Doctor
41,111737,37,25520,170365,Male,Delhi,Master,Single,Business
30,130494,87,31932,48042,Female,Bangalore,Bachelor,Single,Teacher
24,138571,45,20734,143864,Male,Ahmedabad,PhD,Divorced,Teacher
53,105435,16,70363,183893,Male,Chennai,PhD,Single,Other
62,39787,31,51555,43557,Male,Ahmedabad,Master,Single,Doctor
37,40982,34,17257,12420,Male,Mumbai,Master,Divorced,Engineer
18,139696,50,164266,174593,Female,Chennai,PhD,Married,Doctor
25,42606,65,148865,260023,Female,Chennai,High School,Married,Engineer
63,147560,82,166756,249920,Female,Delhi,Master,Divorced,Doctor
33,30150,62,94550,290162,Male,Bangalore,High School,Married,Business
31,105929,43,54219,130200,Male,Mumbai,Master,Single,Doctor
29,137423,56,134931,68076,Male,Chennai,Bachelor,Single,Other
68,122795,15,40840,10108,Female,Bangalore,Master,Married,Engineer
40,132223,48,98392,97686,Female,Bangalore,Bachelor,Married,Business
32,66936,49,60327,78937,Female,Mumbai,High School,Married,Business
45,113286,81,114827,146069,Female,Mumbai,PhD,Divorced,Doctor
51,28593,44,35819,272405,Male,Ahmedabad,High School,Married,Business
19,37358,10,86621,205876,Male,Ahmedabad,High School,Divorced,Teacher
49,102143,20,102272,25926,Male,Chennai,High School,Married,Teacher
40,57381,70,42704,234066,Male,Chennai,Bachelor,Divorced,Teacher
39,141465,8,198209,201618,Female,Chennai,Master,Divorced,Doctor
68,110347,45,61379,264831,Male,Ahmedabad,PhD,Single,Engineer
42,48074,34,156390,137249,Female,Chennai,High School,Married,Doctor
39,40595,96,81987,65952,Female,Chennai,High School,Single,Other
39,64194,51,196028,273508,Male,Ahmedabad,High School,Single,Business
66,69377,4,112561,134133,Female,Ahmedabad,Bachelor,Divorced,Teacher
69,46853,39,6274,32033,Female,Chennai,Bachelor,Divorced,Doctor
59,93719,84,150298,53545,Male,Chennai,Bachelor,Divorced,Doctor
23,40661,24,175706,16865,Female,Bangalore,Master,Divorced,Business
32,70493,88,97462,23936,Male,Delhi,Master,Single,Doctor
60,138724,55,196573,264848,Female,Ahmedabad,High School,Divorced,Teacher
54,126705,26,20046,82863,Female,Delhi,PhD,Single,Business
50,56495,25,75210,105614,Female,Ahmedabad,Bachelor,Single,Engineer
25,33703,36,119724,139911,Female,Bangalore,Master,Married,Teacher
61,73080,71,153982,286283,Female,Delhi,Master,Married,Other
61,50815,74,143575,227006,Male,Bangalore,PhD,Divorced,Other
22,49565,58,49392,292180,Female,Mumbai,Bachelor,Single,Business
56,83321,12,62472,181344,Female,Delhi,Master,Single,Teacher
21,137491,1,71904,220116,Female,Delhi,PhD,Single,Teacher
23,78453,50,90063,63788,Female,Delhi,PhD,Married,Teacher
62,108478,25,46335,36611,Male,Mumbai,Bachelor,Single,Other
49,128522,80,23487,206899,Female,Mumbai,Bachelor,Single,Business
69,53161,5,37593,167181,Female,Bangalore,Bachelor,Single,Other
47,75991,83,76927,24481,Female,Mumbai,High School,Married,Doctor
64,134296,68,10874,272391,Male,Ahmedabad,Master,Divorced,Engineer
52,127339,6,55822,189693,Female,Chennai,PhD,Divorced,Other
57,29716,26,54948,292463,Female,Delhi,High School,Divorced,Business
69,127099,55,4608,175406,Female,Bangalore,Bachelor,Married,Other
33,53349,39,96987,28728,Male,Bangalore,Master,Married,Doctor
30,67098,9,106182,91846,Female,Bangalore,Master,Divorced,Doctor
67,128435,45,186573,148209,Female,Bangalore,High School,Divorced,Doctor
59,20132,14,185984,179708,Female,Delhi,PhD,Married,Doctor
47,71990,55,28546,92309,Male,Bangalore,High School,Divorced,Engineer
36,133288,9,116999,297168,Female,Delhi,Master,Single,Teacher
34,88921,15,101804,284846,Female,Bangalore,PhD,Married,Doctor
36,56538,37,63496,152577,Female,Bangalore,High School,Divorced,Engineer
45,120572,50,56186,205862,Female,Chennai,High School,Divorced,Other
43,119279,84,174418,135225,Male,Ahmedabad,Bachelor,Married,Doctor
54,125909,72,137302,266447,Male,Mumbai,Master,Married,Other
43,27213,96,26720,250615,Male,Mumbai,Bachelor,Single,Other
40,144693,21,44023,144570,Female,Mumbai,Bachelor,Married,Business
26,64223,57,169674,82710,Male,Ahmedabad,PhD,Married,Engineer
29,111655,19,68082,63456,Female,Delhi,PhD,Single,Engineer
18,88371,93,16050,231030,Female,Mumbai,Master,Divorced,Doctor
18,88274,58,114353,165805,Female,Mumbai,PhD,Married,Doctor
64,127853,95,183387,247254,Male,Mumbai,Master,Divorced,Doctor
51,24134,6,53164,109280,Male,Delhi,PhD,Single,Engineer
49,111428,4,129470,8911,Female,Ahmedabad,Bachelor,Married,Other
65,59601,43,31134,185177,Female,Ahmedabad,Master,Single,Other
42,93889,93,147712,78876,Male,Delhi,Bachelor,Divorced,Doctor
57,35690,42,193743,219031,Male,Chennai,PhD,Single,Other
62,21909,3,15284,172744,Female,Bangalore,Bachelor,Married,Doctor
18,111239,1,61526,202311,Male,Delhi,PhD,Married,Teacher
33,100032,55,135495,66727,Female,Bangalore,High School,Divorced,Other
56,32062,15,29577,273584,Male,Ahmedabad,Bachelor,Divorced,Engineer
22,95386,47,122867,233545,Male,Bangalore,Master,Divorced,Business
39,113237,85,119247,148802,Male,Mumbai,Bachelor,Divorced,Engineer
46,54731,46,59900,69792,Female,Bangalore,Bachelor,Married,Engineer
20,25153,58,85606,157452,Female,Bangalore,Master,Married,Business
29,30481,95,199940,296116,Female,Ahmedabad,Master,Married,Doctor
43,119270,71,7066,126257,Female,Chennai,High School,Single,Other
33,86425,81,105342,173185,Male,Bangalore,PhD,Single,Engineer
68,83600,83,189960,146221,Female,Ahmedabad,PhD,Divorced,Other
54,104981,39,9583,60014,Male,Mumbai,Master,Divorced,Business
39,91997,3,39057,43402,Female,Bangalore,Bachelor,Divorced,Business
46,124470,30,154676,263733,Female,Bangalore,PhD,Married,Other
31,48205,35,27564,87917,Female,Mumbai,Master,Single,Other
45,108887,57,62429,245416,Male,Delhi,Master,Divorced,Business
22,101542,29,99600,136315,Male,Chennai,High School,Divorced,Doctor
64,64149,50,89393,127655,Male,Mumbai,Bachelor,Married,Other
66,69112,62,116774,138486,Female,Mumbai,High School,Single,Teacher
47,30940,52,29941,139928,Female,Mumbai,High School,Divorced,Teacher
63,79010,14,187583,76799,Male,Delhi,Bachelor,Divorced,Other
69,96794,35,38962,249561,Male,Mumbai,Master,Divorced,Engineer
22,44485,28,170645,127626,Male,Delhi,Bachelor,Divorced,Business
29,109299,58,122410,135551,Male,Chennai,High School,Single,Doctor
33,144321,30,157764,63949,Female,Delhi,High School,Single,Teacher
43,125584,90,59420,46392,Female,Chennai,Bachelor,Divorced,Teacher
43,21067,7,83415,148542,Female,Chennai,High School,Married,Engineer
65,40607,39,167835,149844,Female,Chennai,Master,Divorced,Other
38,129419,95,83013,163454,Female,Ahmedabad,Master,Married,Engineer
56,81597,69,177752,129052,Male,Chennai,Bachelor,Divorced,Doctor
53,146736,35,120012,149656,Male,Delhi,Bachelor,Divorced,Other
50,94554,52,138465,159463,Female,Ahmedabad,Master,Married,Teacher
47,68521,14,121198,17097,Male,Mumbai,PhD,Divorced,Teacher
54,132482,63,34488,154911,Female,Mumbai,PhD,Single,Business
40,35187,36,153531,127202,Female,Bangalore,PhD,Married,Doctor
27,122911,91,144626,219382,Male,Chennai,Bachelor,Single,Teacher
22,23985,24,169939,54769,Male,Bangalore,Master,Married,Engineer
53,63052,40,103330,130476,Female,Chennai,Master,Single,Teacher
51,39563,29,177087,132266,Female,Chennai,Master,Divorced,Engineer
69,67322,53,6057,138541,Male,Delhi,Master,Divorced,Engineer
48,122842,22,84026,175097,Male,Delhi,Bachelor,Married,Other
27,81245,72,6305,133237,Female,Mumbai,Master,Single,Other
36,71514,15,62276,212978,Male,Ahmedabad,Master,Divorced,Teacher
49,38608,69,164812,48251,Female,Mumbai,High School,Single,Teacher
18,124675,64,156190,107734,Female,Chennai,High School,Single,Engineer
22,87262,4,138746,240368,Male,Ahmedabad,High School,Married,Other
62,112118,75,174403,33942,Male,Bangalore,High School,Divorced,Teacher
21,91327,18,91534,50017,Female,Chennai,Bachelor,Married,Other
33,77225,42,147388,65555,Male,Delhi,PhD,Married,Doctor
41,93994,30,148289,168281,Male,Mumbai,High School,Divorced,Engineer
33,141701,15,199613,30976,Male,Mumbai,High School,Single,Other
19,37221,70,112045,46969,Male,Bangalore,High School,Married,Teacher
66,68506,55,146674,257759,Male,Mumbai,Bachelor,Divorced,Engineer
45,40968,53,88181,20515,Female,Mumbai,PhD,Single,Business
49,147677,16,111907,78663,Male,Ahmedabad,Master,Single,Engineer
44,102606,73,14987,294535,Male,Chennai,High School,Single,Doctor
37,47937,34,50915,212348,Male,Ahmedabad,PhD,Married,Engineer
41,82435,27,14543,225299,Female,Ahmedabad,Master,Married,Other
29,69508,13,28944,87054,Female,Mumbai,High School,Divorced,Other
67,146695,27,190313,198278,Female,Chennai,Bachelor,Single,Teacher
52,61831,73,141216,83593,Male,Mumbai,Bachelor,Single,Teacher
50,62933,69,110418,64485,Female,Mumbai,Bachelor,Divorced,Engineer
50,67307,86,39459,23156,Male,Ahmedabad,Master,Single,Engineer
68,68340,31,171899,54316,Male,Delhi,Bachelor,Single,Engineer
60,122951,3,31741,184859,Female,Delhi,PhD,Divorced,Other
54,128306,30,127077,98099,Female,Ahmedabad,Master,Divorced,Other
29,106338,21,75627,177651,Female,Ahmedabad,Bachelor,Married,Business
20,63601,99,114372,193646,Female,Mumbai,PhD,Married,Business
18,95956,6,70741,208333,Male,Chennai,PhD,Married,Business
50,92178,92,70177,127441,Female,Mumbai,High School,Divorced,Teacher
57,105311,32,4543,223290,Male,Mumbai,High School,Married,Other
27,48754,42,137663,260329,Female,Bangalore,PhD,Single,Engineer
60,63310,62,57395,64235,Female,Mumbai,High School,Married,Engineer
61,89893,89,192506,78130,Female,Chennai,High School,Married,Business
46,106799,32,30055,185626,Male,Mumbai,Master,Married,Teacher
30,140007,99,7116,143271,Female,Ahmedabad,Bachelor,Divorced,Teacher
29,68367,86,56485,166507,Male,Chennai,Master,Single,Business
48,33201,88,198369,166192,Male,Ahmedabad,Master,Divorced,Engineer
63,22739,39,134479,208227,Male,Bangalore,High School,Single,Teacher
19,33231,64,163666,7607,Male,Bangalore,Bachelor,Married,Doctor
68,145610,30,67421,221396,Male,Chennai,Master,Married,Business
67,127814,63,36411,260725,Male,Delhi,Master,Single,Engineer
52,62495,96,125115,284317,Male,Delhi,Master,Divorced,Doctor
40,41168,31,100772,39262,Male,Chennai,Master,Divorced,Other
34,52624,87,187516,52156,Male,Chennai,Bachelor,Married,Engineer
43,30635,40,91121,208318,Female,Ahmedabad,High School,Single,Doctor
25,29964,33,124671,104124,Female,Bangalore,PhD,Single,Other
46,47785,63,112670,124828,Female,Chennai,High School,Single,Teacher
43,115046,25,158310,255898,Male,Mumbai,PhD,Single,Engineer
27,102797,36,105627,82764,Male,Ahmedabad,Master,Married,Engineer
43,104790,24,173775,69314,Female,Bangalore,PhD,Divorced,Teacher
51,96928,95,167268,266270,Female,Ahmedabad,Bachelor,Married,Engineer
68,32336,58,13738,35466,Male,Bangalore,Bachelor,Single,Business
58,97475,39,115183,121151,Female,Mumbai,Master,Divorced,Doctor
24,47412,46,16772,29279,Male,Bangalore,Bachelor,Married,Other
21,102212,77,66270,278981,Female,Ahmedabad,Master,Single,Other
67,95379,10,155564,29209,Male,Bangalore,PhD,Married,Doctor
62,65591,87,55979,17220,Male,Ahmedabad,High School,Single,Business
28,81750,82,182410,140037,Male,Chennai,High School,Married,Engineer
46,110648,32,114585,247414,Male,Mumbai,PhD,Married,Teacher
53,116134,97,196623,178348,Female,Ahmedabad,High School,Married,Teacher
42,55454,36,168927,250941,Male,Delhi,Master,Single,Engineer
38,118537,28,138300,109304,Male,Delhi,PhD,Divorced,Other
53,82672,16,152117,163302,Female,Bangalore,Master,Divorced,Doctor
27,47228,16,25318,225237,Female,Chennai,High School,Single,Doctor
54,34429,18,59458,46920,Female,Chennai,Master,Divorced,Other
26,104294,8,145867,201237,Male,Delhi,Bachelor,Divorced,Doctor
41,87808,80,106856,133260,Male,Bangalore,High School,Married,Other
52,102886,75,86184,98406,Female,Chennai,Bachelor,Married,Business
66,135577,70,186596,28036,Female,Chennai,Bachelor,Single,Engineer
52,73015,1,129789,131995,Female,Bangalore,PhD,Single,Other
65,108074,62,22747,9847,Male,Ahmedabad,PhD,Married,Business
53,88936,76,179445,55772,Female,Delhi,Master,Single,Other
35,100907,38,163632,280037,Female,Chennai,Master,Single,Business
66,77378,92,12282,16613,Male,Ahmedabad,High School,Divorced,Business
56,57310,45,165903,58833,Male,Ahmedabad,Master,Single,Business
49,121827,58,64073,67423,Male,Ahmedabad,Master,Single,Engineer
41,103683,81,155115,123268,Female,Ahmedabad,PhD,Married,Other
40,88827,1,197394,177454,Male,Mumbai,PhD,Single,Other
49,55256,32,53900,188420,Male,Mumbai,Bachelor,Married,Other
54,96428,8,21929,93069,Female,Bangalore,Master,Single,Business
29,119862,40,36500,189777,Male,Delhi,PhD,Divorced,Doctor
66,122994,56,2872,80642,Female,Bangalore,High School,Married,Doctor
30,58889,63,169560,222002,Female,Mumbai,Master,Single,Other
40,71428,88,68505,191889,Male,Bangalore,High School,Single,Doctor
42,130502,74,26460,206254,Female,Bangalore,Bachelor,Divorced,Doctor
52,57207,74,13155,149780,Female,Ahmedabad,Bachelor,Single,Doctor
58,70255,36,143942,142162,Female,Chennai,PhD,Divorced,Business
47,125824,89,116006,188974,Male,Mumbai,PhD,Married,Other
34,111531,57,94928,97170,Female,Mumbai,Bachelor,Married,Other
66,25409,74,135789,96757,Female,Bangalore,High School,Single,Teacher
37,62438,83,127075,85928,Male,Chennai,Bachelor,Married,Teacher
65,130410,45,133446,175719,Male,Bangalore,Bachelor,Divorced,Doctor
42,130238,79,153898,201154,Female,Delhi,PhD,Divorced,Other
39,115359,80,116138,216401,Female,Mumbai,Master,Single,Doctor
30,27869,2,145499,233402,Male,Ahmedabad,PhD,Divorced,Business
36,121260,93,65442,209046,Female,Ahmedabad,PhD,Divorced,Other
66,76862,68,166780,89431,Male,Ahmedabad,High School,Divorced,Business
53,107937,50,101671,173474,Male,Mumbai,Bachelor,Single,Business
29,45958,29,156343,218559,Male,Mumbai,Master,Married,Other
58,96302,95,195644,273912,Female,Ahmedabad,Master,Divorced,Doctor
36,39768,81,17631,156519,Male,Mumbai,PhD,Married,Teacher
29,116330,10,20887,24118,Male,Ahmedabad,PhD,Married,Doctor
26,46145,27,26259,198123,Male,Delhi,Bachelor,Single,Teacher
24,95622,15,98932,202566,Female,Delhi,High School,Single,Engineer
45,128739,60,58987,15200,Female,Delhi,Bachelor,Married,Teacher
31,46442,31,181702,230926,Male,Bangalore,Master,Single,Other
48,101948,21,20144,104066,Male,Bangalore,High School,Married,Teacher
69,143585,60,181132,63704,Female,Chennai,PhD,Divorced,Engineer
36,45596,58,187164,182537,Female,Chennai,PhD,Married,Teacher
64,95791,41,152908,296984,Female,Chennai,Master,Married,Doctor
33,62406,46,198976,23435,Male,Delhi,Bachelor,Divorced,Teacher
22,60524,45,45456,52897,Female,Delhi,High School,Single,Other
52,43332,26,168452,126677,Male,Delhi,Bachelor,Married,Other
29,130160,51,121250,242764,Male,Mumbai,Bachelor,Single,Business
42,35764,36,78735,225799,Female,Mumbai,Bachelor,Divorced,Doctor
69,47563,52,12569,185484,Male,Delhi,PhD,Married,Doctor
38,107675,81,126294,295628,Male,Ahmedabad,Master,Married,Teacher
53,56370,51,163254,138617,Female,Chennai,High School,Married,Teacher
40,25062,3,153721,264249,Male,Bangalore,High School,Married,Other
33,64645,14,84731,216055,Male,Chennai,Master,Single,Business
56,142759,49,97132,100495,Female,Ahmedabad,High School,Single,Engineer
62,27244,77,101497,82213,Male,Mumbai,High School,Divorced,Teacher
59,26372,91,28003,275704,Female,Delhi,Bachelor,Single,Doctor
56,125409,1,148623,198447,Female,Mumbai,Bachelor,Married,Teacher
31,146248,57,115432,139734,Male,Mumbai,Master,Divorced,Business
48,105501,17,155898,214663,Male,Ahmedabad,High School,Married,Doctor
22,137450,50,103486,57606,Female,Mumbai,Master,Married,Business
52,84471,98,156801,275192,Female,Mumbai,Master,Divorced,Doctor
40,130533,14,183768,142592,Male,Chennai,Master,Married,Teacher
46,36956,59,135940,296620,Male,Chennai,Master,Married,Business
60,60473,81,42274,255565,Male,Ahmedabad,Bachelor,Divorced,Other
28,33894,3,39718,140555,Female,Delhi,PhD,Single,Doctor
35,130584,98,164425,44887,Male,Chennai,Master,Divorced,Business
64,118918,40,42682,219089,Male,Mumbai,High School,Divorced,Business
29,89586,89,31653,261030,Male,Bangalore,PhD,Divorced,Engineer
26,36709,66,146213,212326,Male,Chennai,Bachelor,Single,Engineer
27,101258,34,143609,246731,Female,Bangalore,PhD,Divorced,Teacher
61,138428,90,31401,66055,Female,Delhi,PhD,Single,Other
34,35210,95,159459,229237,Male,Mumbai,Bachelor,Married,Other
55,69510,9,82690,23327,Male,Chennai,Master,Divorced,Business
24,122081,94,101613,160938,Female,Delhi,PhD,Married,Business
63,58674,84,138702,180721,Male,Ahmedabad,Bachelor,Married,Business
30,145251,21,175533,101279,Female,Delhi,Bachelor,Single,Doctor
57,120025,93,45293,218406,Female,Ahmedabad,PhD,Married,Teacher
59,37733,25,155142,276186,Female,Ahmedabad,Bachelor,Married,Teacher
26,40080,44,14416,148041,Female,Chennai,PhD,Divorced,Engineer
67,122200,25,117711,187952,Male,Bangalore,PhD,Married,Business
44,73412,9,116037,77739,Female,Ahmedabad,Bachelor,Divorced,Business
19,144476,62,91935,33536,Male,Mumbai,Bachelor,Married,Doctor
22,78971,26,140701,281690,Male,Chennai,Bachelor,Single,Business
46,59709,57,195516,276173,Female,Ahmedabad,PhD,Married,Business
54,79846,37,9360,183617,Female,Chennai,High School,Single,Teacher
55,85480,16,13011,246049,Female,Mumbai,Bachelor,Divorced,Business
36,131768,37,41721,279798,Male,Chennai,Bachelor,Divorced,Doctor
25,72960,76,37069,61663,Female,Chennai,Master,Married,Doctor
65,123550,24,54270,195759,Female,Ahmedabad,Bachelor,Married,Other
62,61152,26,12227,143580,Female,Delhi,PhD,Divorced,Other
18,47250,20,40587,253413,Male,Chennai,Bachelor,Divorced,Engineer
39,105765,9,62720,183931,Female,Ahmedabad,Master,Divorced,Doctor
69,137265,87,176622,236946,Female,Mumbai,High School,Single,Doctor
34,68137,29,69305,27132,Female,Mumbai,High School,Married,Teacher
24,102011,31,77028,121722,Male,Delhi,Bachelor,Divorced,Other
42,138922,19,54651,242949,Female,Mumbai,High School,Divorced,Engineer
62,143360,20,52332,213096,Male,Ahmedabad,PhD,Married,Teacher
21,141280,87,69201,243734,Male,Delhi,High School,Married,Teacher
53,66412,27,156879,161042,Male,Ahmedabad,PhD,Single,Other
23,63876,94,44552,216062,Male,Delhi,High School,Divorced,Teacher
48,114547,85,124938,274984,Male,Delhi,High School,Married,Other
36,93664,44,118230,296798,Female,Ahmedabad,PhD,Single,Doctor
61,70227,35,94758,222011,Female,Delhi,PhD,Divorced,Doctor
